kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
6044,2803,4555,12767665,2,48358,12091,1,457915336,457915336,18133,6044,12089,6044,0,1,6046,3778047,3.778047
6544,2803,4555,12767665,2,52358,13091,1,487347336,487347336,19633,6544,13089,6544,0,1,6546,363512,0.363512
7044,2803,4555,12767665,2,56358,14091,1,516779336,516779336,21133,7044,14089,7044,0,1,7046,4090580,4.09058
44,5003,2555,12782665,2,358,91,1,104921736,104921736,133,44,89,44,0,1,46,234938,0.234938
544,5003,2555,12782665,2,4358,1091,1,135153736,135153736,1633,544,1089,544,0,1,546,1401547,1.401547
1044,5003,2555,12782665,2,8358,2091,1,165385736,165385736,3133,1044,2089,1044,0,1,1046,2392760,2.39276
1544,5003,2555,12782665,2,12358,3091,1,195617736,195617736,4633,1544,3089,1544,0,1,1546,138345,0.138345
2044,5003,2555,12782665,2,16358,4091,1,225849736,225849736,6133,2044,4089,2044,0,1,2046,1259092,1.259092
2544,5003,2555,12782665,2,20358,5091,1,256081736,256081736,7633,2544,5089,2544,0,1,2546,715176,0.715176
3044,5003,2555,12782665,2,24358,6091,1,286313736,286313736,9133,3044,6089,3044,0,1,3046,2399348,2.399348
3544,5003,2555,12782665,2,28358,7091,1,316545736,316545736,10633,3544,7089,3544,0,1,3546,8567111,8.567111
4044,5003,2555,12782665,2,32358,8091,1,346777736,346777736,12133,4044,8089,4044,0,1,4046,5709047,5.709047
4544,5003,2555,12782665,2,36358,9091,1,377009736,377009736,13633,4544,9089,4544,0,1,4546,10961474,10.961474
5044,5003,2555,12782665,2,40358,10091,1,407241736,407241736,15133,5044,10089,5044,0,1,5046,12184654,12.184654
5544,5003,2555,12782665,2,44358,11091,1,437473736,437473736,16633,5544,11089,5544,0,1,5546,5213509,5.213509
6044,5003,2555,12782665,2,48358,12091,1,467705736,467705736,18133,6044,12089,6044,0,1,6046,14568503,14.568503
6544,5003,2555,12782665,2,52358,13091,1,497937736,497937736,19633,6544,13089,6544,0,1,6546,15725464,15.725464
7044,5003,2555,12782665,2,56358,14091,1,528169736,528169736,21133,7044,14089,7044,0,1,7046,16919999,16.919999
55,3805,3365,12803825,2,446,113,1,105585400,105585400,166,55,111,55,0,1,57,274114,0.274114
455,3805,3365,12803825,2,3646,913,1,128529400,128529400,1366,455,911,455,0,1,457,1234958,1.234958
855,3805,3365,12803825,2,6846,1713,1,151473400,151473400,2566,855,1711,855,0,1,857,2226556,2.226556
1255,3805,3365,12803825,2,10046,2513,1,174417400,174417400,3766,1255,2511,1255,0,1,1257,56533,0.056533
1655,3805,3365,12803825,2,13246,3313,1,197361400,197361400,4966,1655,3311,1655,0,1,1657,4193959,4.193959
2055,3805,3365,12803825,2,16446,4113,1,220305400,220305400,6166,2055,4111,2055,0,1,2057,5179771,5.179771
2455,3805,3365,12803825,2,19646,4913,1,243249400,243249400,7366,2455,4911,2455,0,1,2457,652732,0.652732
2855,3805,3365,12803825,2,22846,5713,1,266193400,266193400,8566,2855,5711,2855,0,1,2857,1830642,1.830642
3255,3805,3365,12803825,2,26046,6513,1,289137400,289137400,9766,3255,6511,3255,0,1,3257,960453,0.960453
3655,3805,3365,12803825,2,29246,7313,1,312081400,312081400,10966,3655,7311,3655,0,1,3657,9137926,9.137926
4055,3805,3365,12803825,2,32446,8113,1,335025400,335025400,12166,4055,8111,4055,0,1,4057,5066689,5.066689
4455,3805,3365,12803825,2,35646,8913,1,357969400,357969400,13366,4455,8911,4455,0,1,4457,11116027,11.116027
4855,3805,3365,12803825,2,38846,9713,1,380913400,380913400,14566,4855,9711,4855,0,1,4857,3000759,3.000759
5255,3805,3365,12803825,2,42046,10513,1,403857400,403857400,15766,5255,10511,5255,0,1,5257,5740082,5.740082
5655,3805,3365,12803825,2,45246,11313,1,426801400,426801400,16966,5655,11311,5655,0,1,5657,2419781,2.419781
6055,3805,3365,12803825,2,48446,12113,1,449745400,449745400,18166,6055,12111,6055,0,1,6057,1538480,1.53848
6455,3805,3365,12803825,2,51646,12913,1,472689400,472689400,19366,6455,12911,6455,0,1,6457,234454,0.234454
6855,3805,3365,12803825,2,54846,13713,1,495633400,495633400,20566,6855,13711,6855,0,1,6857,822957,0.822957
55,2805,4565,12804825,2,446,113,1,105681400,105681400,166,55,111,55,0,1,57,268034,0.268034
455,2805,4565,12804825,2,3646,913,1,129265400,129265400,1366,455,911,455,0,1,457,1178782,1.178782
855,2805,4565,12804825,2,6846,1713,1,152849400,152849400,2566,855,1711,855,0,1,857,2120755,2.120755
1255,2805,4565,12804825,2,10046,2513,1,176433400,176433400,3766,1255,2511,1255,0,1,1257,211902,0.211902
1655,2805,4565,12804825,2,13246,3313,1,200017400,200017400,4966,1655,3311,1655,0,1,1657,1285949,1.285949
2055,2805,4565,12804825,2,16446,4113,1,223601400,223601400,6166,2055,4111,2055,0,1,2057,771059,0.771059
2455,2805,4565,12804825,2,19646,4913,1,247185400,247185400,7366,2455,4911,2455,0,1,2457,5912519,5.912519
2855,2805,4565,12804825,2,22846,5713,1,270769400,270769400,8566,2855,5711,2855,0,1,2857,1884607,1.884607
3255,2805,4565,12804825,2,26046,6513,1,294353400,294353400,9766,3255,6511,3255,0,1,3257,3341331,3.341331
3655,2805,4565,12804825,2,29246,7313,1,317937400,317937400,10966,3655,7311,3655,0,1,3657,648875,0.648875
4055,2805,4565,12804825,2,32446,8113,1,341521400,341521400,12166,4055,8111,4055,0,1,4057,5928375,5.928375
4455,2805,4565,12804825,2,35646,8913,1,365105400,365105400,13366,4455,8911,4455,0,1,4457,5196302,5.196302
4855,2805,4565,12804825,2,38846,9713,1,388689400,388689400,14566,4855,9711,4855,0,1,4857,2275726,2.275726
5255,2805,4565,12804825,2,42046,10513,1,412273400,412273400,15766,5255,10511,5255,0,1,5257,913143,0.913143
5655,2805,4565,12804825,2,45246,11313,1,435857400,435857400,16966,5655,11311,5655,0,1,5657,6348862,6.348862
6055,2805,4565,12804825,2,48446,12113,1,459441400,459441400,18166,6055,12111,6055,0,1,6057,1524122,1.524122
6455,2805,4565,12804825,2,51646,12913,1,483025400,483025400,19366,6455,12911,6455,0,1,6457,3512497,3.512497
6855,2805,4565,12804825,2,54846,13713,1,506609400,506609400,20566,6855,13711,6855,0,1,6857,2901761,2.901761
40,3550,3640,12922000,2,326,83,1,105676800,105676800,121,40,81,40,0,1,42,225534,0.225534
440,3550,3640,12922000,2,3526,883,1,128684800,128684800,1321,440,881,440,0,1,442,94606,0.094606
840,3550,3640,12922000,2,6726,1683,1,151692800,151692800,2521,840,1681,840,0,1,842,573765,0.573765
1240,3550,3640,12922000,2,9926,2483,1,174700800,174700800,3721,1240,2481,1240,0,1,1242,1382685,1.382685
1640,3550,3640,12922000,2,13126,3283,1,197708800,197708800,4921,1640,3281,1640,0,1,1642,1826670,1.82667
2040,3550,3640,12922000,2,16326,4083,1,220716800,220716800,6121,2040,4081,2040,0,1,2042,3679695,3.679695
2440,3550,3640,12922000,2,19526,4883,1,243724800,243724800,7321,2440,4881,2440,0,1,2442,1085903,1.085903
2840,3550,3640,12922000,2,22726,5683,1,266732800,266732800,8521,2840,5681,2840,0,1,2842,364861,0.364861
3240,3550,3640,12922000,2,25926,6483,1,289740800,289740800,9721,3240,6481,3240,0,1,3242,1906403,1.906403
3640,3550,3640,12922000,2,29126,7283,1,312748800,312748800,10921,3640,7281,3640,0,1,3642,7397244,7.397244
4040,3550,3640,12922000,2,32326,8083,1,335756800,335756800,12121,4040,8081,4040,0,1,4042,2539192,2.539192
4440,3550,3640,12922000,2,35526,8883,1,358764800,358764800,13321,4440,8881,4440,0,1,4442,1798759,1.798759
4840,3550,3640,12922000,2,38726,9683,1,381772800,381772800,14521,4840,9681,4840,0,1,4842,1805953,1.805953
5240,3550,3640,12922000,2,41926,10483,1,404780800,404780800,15721,5240,10481,5240,0,1,5242,1970498,1.970498
5640,3550,3640,12922000,2,45126,11283,1,427788800,427788800,16921,5640,11281,5640,0,1,5642,529692,0.529692
6040,3550,3640,12922000,2,48326,12083,1,450796800,450796800,18121,6040,12081,6040,0,1,6042,4107742,4.107742
6440,3550,3640,12922000,2,51526,12883,1,473804800,473804800,19321,6440,12881,6440,0,1,6442,2012399,2.012399
6840,3550,3640,12922000,2,54726,13683,1,496812800,496812800,20521,6840,13681,6840,0,1,6842,4843013,4.843013
40,3050,4240,12932000,2,326,83,1,105788800,105788800,121,40,81,40,0,1,42,9736,0.009736
440,3050,4240,12932000,2,3526,883,1,129116800,129116800,1321,440,881,440,0,1,442,107481,0.107481
840,3050,4240,12932000,2,6726,1683,1,152444800,152444800,2521,840,1681,840,0,1,842,101491,0.101491
1240,3050,4240,12932000,2,9926,2483,1,175772800,175772800,3721,1240,2481,1240,0,1,1242,13145,0.013145
1640,3050,4240,12932000,2,13126,3283,1,199100800,199100800,4921,1640,3281,1640,0,1,1642,212538,0.212538
2040,3050,4240,12932000,2,16326,4083,1,222428800,222428800,6121,2040,4081,2040,0,1,2042,434528,0.434528
2440,3050,4240,12932000,2,19526,4883,1,245756800,245756800,7321,2440,4881,2440,0,1,2442,16024,0.016024
2840,3050,4240,12932000,2,22726,5683,1,269084800,269084800,8521,2840,5681,2840,0,1,2842,202375,0.202375
3240,3050,4240,12932000,2,25926,6483,1,292412800,292412800,9721,3240,6481,3240,0,1,3242,83734,0.083734
3640,3050,4240,12932000,2,29126,7283,1,315740800,315740800,10921,3640,7281,3640,0,1,3642,423824,0.423824
4040,3050,4240,12932000,2,32326,8083,1,339068800,339068800,12121,4040,8081,4040,0,1,4042,897263,0.897263
4440,3050,4240,12932000,2,35526,8883,1,362396800,362396800,13321,4440,8881,4440,0,1,4442,2698572,2.698572
4840,3050,4240,12932000,2,38726,9683,1,385724800,385724800,14521,4840,9681,4840,0,1,4842,316016,0.316016
5240,3050,4240,12932000,2,41926,10483,1,409052800,409052800,15721,5240,10481,5240,0,1,5242,102747,0.102747
5640,3050,4240,12932000,2,45126,11283,1,432380800,432380800,16921,5640,11281,5640,0,1,5642,3936846,3.936846
6040,3050,4240,12932000,2,48326,12083,1,455708800,455708800,18121,6040,12081,6040,0,1,6042,782656,0.782656
6440,3050,4240,12932000,2,51526,12883,1,479036800,479036800,19321,6440,12881,6440,0,1,6442,474069,0.474069
6840,3050,4240,12932000,2,54726,13683,1,502364800,502364800,20521,6840,13681,6840,0,1,6842,956610,0.95661
40,5300,2440,12932000,2,326,83,1,105932800,105932800,121,40,81,40,0,1,42,229755,0.229755
440,5300,2440,12932000,2,3526,883,1,130700800,130700800,1321,440,881,440,0,1,442,230719,0.230719
840,5300,2440,12932000,2,6726,1683,1,155468800,155468800,2521,840,1681,840,0,1,842,2174081,2.174081
1240,5300,2440,12932000,2,9926,2483,1,180236800,180236800,3721,1240,2481,1240,0,1,1242,983190,0.98319
1640,5300,2440,12932000,2,13126,3283,1,205004800,205004800,4921,1640,3281,1640,0,1,1642,2379006,2.379006
2040,5300,2440,12932000,2,16326,4083,1,229772800,229772800,6121,2040,4081,2040,0,1,2042,3920646,3.920646
2440,5300,2440,12932000,2,19526,4883,1,254540800,254540800,7321,2440,4881,2440,0,1,2442,2321840,2.32184
2840,5300,2440,12932000,2,22726,5683,1,279308800,279308800,8521,2840,5681,2840,0,1,2842,982364,0.982364
3240,5300,2440,12932000,2,25926,6483,1,304076800,304076800,9721,3240,6481,3240,0,1,3242,1363197,1.363197
3640,5300,2440,12932000,2,29126,7283,1,328844800,328844800,10921,3640,7281,3640,0,1,3642,271656,0.271656
4040,5300,2440,12932000,2,32326,8083,1,353612800,353612800,12121,4040,8081,4040,0,1,4042,2213513,2.213513
4440,5300,2440,12932000,2,35526,8883,1,378380800,378380800,13321,4440,8881,4440,0,1,4442,1402710,1.40271
4840,5300,2440,12932000,2,38726,9683,1,403148800,403148800,14521,4840,9681,4840,0,1,4842,171686,0.171686
5240,5300,2440,12932000,2,41926,10483,1,427916800,427916800,15721,5240,10481,5240,0,1,5242,366005,0.366005
5640,5300,2440,12932000,2,45126,11283,1,452684800,452684800,16921,5640,11281,5640,0,1,5642,2105674,2.105674
6040,5300,2440,12932000,2,48326,12083,1,477452800,477452800,18121,6040,12081,6040,0,1,6042,2827279,2.827279
6440,5300,2440,12932000,2,51526,12883,1,502220800,502220800,19321,6440,12881,6440,0,1,6442,671630,0.67163
6840,5300,2440,12932000,2,54726,13683,1,526988800,526988800,20521,6840,13681,6840,0,1,6842,1342287,1.342287
40,6050,2140,12947000,2,326,83,1,106196800,106196800,121,40,81,40,0,1,42,228159,0.228159
440,6050,2140,12947000,2,3526,883,1,132404800,132404800,1321,440,881,440,0,1,442,1157527,1.157527
840,6050,2140,12947000,2,6726,1683,1,158612800,158612800,2521,840,1681,840,0,1,842,2101814,2.101814
1240,6050,2140,12947000,2,9926,2483,1,184820800,184820800,3721,1240,2481,1240,0,1,1242,249270,0.24927
1640,6050,2140,12947000,2,13126,3283,1,211028800,211028800,4921,1640,3281,1640,0,1,1642,3035434,3.035434
2040,6050,2140,12947000,2,16326,4083,1,237236800,237236800,6121,2040,4081,2040,0,1,2042,2546938,2.546938
2440,6050,2140,12947000,2,19526,4883,1,263444800,263444800,7321,2440,4881,2440,0,1,2442,3618886,3.618886
2840,6050,2140,12947000,2,22726,5683,1,289652800,289652800,8521,2840,5681,2840,0,1,2842,711906,0.711906
3240,6050,2140,12947000,2,25926,6483,1,315860800,315860800,9721,3240,6481,3240,0,1,3242,3399201,3.399201
3640,6050,2140,12947000,2,29126,7283,1,342068800,342068800,10921,3640,7281,3640,0,1,3642,1637129,1.637129
4040,6050,2140,12947000,2,32326,8083,1,368276800,368276800,12121,4040,8081,4040,0,1,4042,645290,0.64529
4440,6050,2140,12947000,2,35526,8883,1,394484800,394484800,13321,4440,8881,4440,0,1,4442,2565181,2.565181
4840,6050,2140,12947000,2,38726,9683,1,420692800,420692800,14521,4840,9681,4840,0,1,4842,3561632,3.561632
5240,6050,2140,12947000,2,41926,10483,1,446900800,446900800,15721,5240,10481,5240,0,1,5242,1337890,1.33789
5640,6050,2140,12947000,2,45126,11283,1,473108800,473108800,16921,5640,11281,5640,0,1,5642,318808,0.318808
6040,6050,2140,12947000,2,48326,12083,1,499316800,499316800,18121,6040,12081,6040,0,1,6042,1753794,1.753794
6440,6050,2140,12947000,2,51526,12883,1,525524800,525524800,19321,6440,12881,6440,0,1,6442,1495730,1.49573
6840,6050,2140,12947000,2,54726,13683,1,551732800,551732800,20521,6840,13681,6840,0,1,6842,239868,0.239868
40,7050,1840,12972000,2,326,83,1,106620800,106620800,121,40,81,40,0,1,42,225651,0.225651
440,7050,1840,12972000,2,3526,883,1,135068800,135068800,1321,440,881,440,0,1,442,1187810,1.18781
840,7050,1840,12972000,2,6726,1683,1,163516800,163516800,2521,840,1681,840,0,1,842,2182144,2.182144
1240,7050,1840,12972000,2,9926,2483,1,191964800,191964800,3721,1240,2481,1240,0,1,1242,2538291,2.538291
1640,7050,1840,12972000,2,13126,3283,1,220412800,220412800,4921,1640,3281,1640,0,1,1642,3291205,3.291205
2040,7050,1840,12972000,2,16326,4083,1,248860800,248860800,6121,2040,4081,2040,0,1,2042,1819389,1.819389
2440,7050,1840,12972000,2,19526,4883,1,277308800,277308800,7321,2440,4881,2440,0,1,2442,4090341,4.090341
2840,7050,1840,12972000,2,22726,5683,1,305756800,305756800,8521,2840,5681,2840,0,1,2842,955559,0.955559
3240,7050,1840,12972000,2,25926,6483,1,334204800,334204800,9721,3240,6481,3240,0,1,3242,4581459,4.581459
3640,7050,1840,12972000,2,29126,7283,1,362652800,362652800,10921,3640,7281,3640,0,1,3642,3999457,3.999457
4040,7050,1840,12972000,2,32326,8083,1,391100800,391100800,12121,4040,8081,4040,0,1,4042,822893,0.822893
4440,7050,1840,12972000,2,35526,8883,1,419548800,419548800,13321,4440,8881,4440,0,1,4442,5008740,5.00874
4840,7050,1840,12972000,2,38726,9683,1,447996800,447996800,14521,4840,9681,4840,0,1,4842,12049135,12.049135
5240,7050,1840,12972000,2,41926,10483,1,476444800,476444800,15721,5240,10481,5240,0,1,5242,11583493,11.583493
5640,7050,1840,12972000,2,45126,11283,1,504892800,504892800,16921,5640,11281,5640,0,1,5642,13997209,13.997209
6040,7050,1840,12972000,2,48326,12083,1,533340800,533340800,18121,6040,12081,6040,0,1,6042,15081078,15.081078
6440,7050,1840,12972000,2,51526,12883,1,561788800,561788800,19321,6440,12881,6440,0,1,6442,16003412,16.003412
6840,7050,1840,12972000,2,54726,13683,1,590236800,590236800,20521,6840,13681,6840,0,1,6842,16997619,16.997619
40,2050,6340,12997000,2,326,83,1,106660800,106660800,121,40,81,40,0,1,42,272,0.000272
440,2050,6340,12997000,2,3526,883,1,133508800,133508800,1321,440,881,440,0,1,442,67794,0.067794
840,2050,6340,12997000,2,6726,1683,1,160356800,160356800,2521,840,1681,840,0,1,842,12642,0.012642
1240,2050,6340,12997000,2,9926,2483,1,187204800,187204800,3721,1240,2481,1240,0,1,1242,305752,0.305752
1640,2050,6340,12997000,2,13126,3283,1,214052800,214052800,4921,1640,3281,1640,0,1,1642,235967,0.235967
2040,2050,6340,12997000,2,16326,4083,1,240900800,240900800,6121,2040,4081,2040,0,1,2042,51917,0.051917
2440,2050,6340,12997000,2,19526,4883,1,267748800,267748800,7321,2440,4881,2440,0,1,2442,19685,0.019685
2840,2050,6340,12997000,2,22726,5683,1,294596800,294596800,8521,2840,5681,2840,0,1,2842,398544,0.398544
3240,2050,6340,12997000,2,25926,6483,1,321444800,321444800,9721,3240,6481,3240,0,1,3242,114429,0.114429
3640,2050,6340,12997000,2,29126,7283,1,348292800,348292800,10921,3640,7281,3640,0,1,3642,828388,0.828388
4040,2050,6340,12997000,2,32326,8083,1,375140800,375140800,12121,4040,8081,4040,0,1,4042,26537,0.026537
4440,2050,6340,12997000,2,35526,8883,1,401988800,401988800,13321,4440,8881,4440,0,1,4442,806672,0.806672
4840,2050,6340,12997000,2,38726,9683,1,428836800,428836800,14521,4840,9681,4840,0,1,4842,122861,0.122861
5240,2050,6340,12997000,2,41926,10483,1,455684800,455684800,15721,5240,10481,5240,0,1,5242,417835,0.417835
5640,2050,6340,12997000,2,45126,11283,1,482532800,482532800,16921,5640,11281,5640,0,1,5642,140860,0.14086
6040,2050,6340,12997000,2,48326,12083,1,509380800,509380800,18121,6040,12081,6040,0,1,6042,159992,0.159992
6440,2050,6340,12997000,2,51526,12883,1,536228800,536228800,19321,6440,12881,6440,0,1,6442,1205121,1.205121
6840,2050,6340,12997000,2,54726,13683,1,563076800,563076800,20521,6840,13681,6840,0,1,6842,912306,0.912306
40,3300,3940,13002000,2,326,83,1,106332800,106332800,121,40,81,40,0,1,42,229250,0.22925
440,3300,3940,13002000,2,3526,883,1,129500800,129500800,1321,440,881,440,0,1,442,1200544,1.200544
840,3300,3940,13002000,2,6726,1683,1,152668800,152668800,2521,840,1681,840,0,1,842,656546,0.656546
1240,3300,3940,13002000,2,9926,2483,1,175836800,175836800,3721,1240,2481,1240,0,1,1242,3190100,3.1901
1640,3300,3940,13002000,2,13126,3283,1,199004800,199004800,4921,1640,3281,1640,0,1,1642,2455619,2.455619
2040,3300,3940,13002000,2,16326,4083,1,222172800,222172800,6121,2040,4081,2040,0,1,2042,3901321,3.901321
2440,3300,3940,13002000,2,19526,4883,1,245340800,245340800,7321,2440,4881,2440,0,1,2442,4273714,4.273714
2840,3300,3940,13002000,2,22726,5683,1,268508800,268508800,8521,2840,5681,2840,0,1,2842,1257733,1.257733
3240,3300,3940,13002000,2,25926,6483,1,291676800,291676800,9721,3240,6481,3240,0,1,3242,153339,0.153339
3640,3300,3940,13002000,2,29126,7283,1,314844800,314844800,10921,3640,7281,3640,0,1,3642,2013374,2.013374
4040,3300,3940,13002000,2,32326,8083,1,338012800,338012800,12121,4040,8081,4040,0,1,4042,1030352,1.030352
4440,3300,3940,13002000,2,35526,8883,1,361180800,361180800,13321,4440,8881,4440,0,1,4442,781856,0.781856
4840,3300,3940,13002000,2,38726,9683,1,384348800,384348800,14521,4840,9681,4840,0,1,4842,155641,0.155641
5240,3300,3940,13002000,2,41926,10483,1,407516800,407516800,15721,5240,10481,5240,0,1,5242,270067,0.270067
5640,3300,3940,13002000,2,45126,11283,1,430684800,430684800,16921,5640,11281,5640,0,1,5642,852578,0.852578
6040,3300,3940,13002000,2,48326,12083,1,453852800,453852800,18121,6040,12081,6040,0,1,6042,1154491,1.154491
6440,3300,3940,13002000,2,51526,12883,1,477020800,477020800,19321,6440,12881,6440,0,1,6442,1526500,1.5265
6840,3300,3940,13002000,2,54726,13683,1,500188800,500188800,20521,6840,13681,6840,0,1,6842,2698199,2.698199
55,3555,3665,13029075,2,446,113,1,107409400,107409400,166,55,111,55,0,1,57,270252,0.270252
455,3555,3665,13029075,2,3646,913,1,130513400,130513400,1366,455,911,455,0,1,457,1245764,1.245764
855,3555,3665,13029075,2,6846,1713,1,153617400,153617400,2566,855,1711,855,0,1,857,2240234,2.240234
1255,3555,3665,13029075,2,10046,2513,1,176721400,176721400,3766,1255,2511,1255,0,1,1257,3243178,3.243178
1655,3555,3665,13029075,2,13246,3313,1,199825400,199825400,4966,1655,3311,1655,0,1,1657,2167809,2.167809
2055,3555,3665,13029075,2,16446,4113,1,222929400,222929400,6166,2055,4111,2055,0,1,2057,3110042,3.110042
2455,3555,3665,13029075,2,19646,4913,1,246033400,246033400,7366,2455,4911,2455,0,1,2457,2761527,2.761527
2855,3555,3665,13029075,2,22846,5713,1,269137400,269137400,8566,2855,5711,2855,0,1,2857,4678192,4.678192
