kernel,Outer,Inner,Iter,VarDecl,refExpr,intLiteral,floatLiteral,mem_to,mem_from,add_sub_int,add_sub_double,mul_int,mul_double,div_double,assign_int,assign_double,runtime1,runtime
6855,555,5165,2866575,2,54846,13713,1,336617400,336617400,20566,6855,13711,6855,0,1,6857,2365938,2.365938
40,3050,940,2867000,2,326,83,1,24212800,24212800,121,40,81,40,0,1,42,1114,0.001114
440,3050,940,2867000,2,3526,883,1,36980800,36980800,1321,440,881,440,0,1,442,8650,0.00865
840,3050,940,2867000,2,6726,1683,1,49748800,49748800,2521,840,1681,840,0,1,842,67293,0.067293
1240,3050,940,2867000,2,9926,2483,1,62516800,62516800,3721,1240,2481,1240,0,1,1242,209223,0.209223
1640,3050,940,2867000,2,13126,3283,1,75284800,75284800,4921,1640,3281,1640,0,1,1642,866986,0.866986
2040,3050,940,2867000,2,16326,4083,1,88052800,88052800,6121,2040,4081,2040,0,1,2042,37022,0.037022
2440,3050,940,2867000,2,19526,4883,1,100820800,100820800,7321,2440,4881,2440,0,1,2442,611890,0.61189
2840,3050,940,2867000,2,22726,5683,1,113588800,113588800,8521,2840,5681,2840,0,1,2842,705458,0.705458
3240,3050,940,2867000,2,25926,6483,1,126356800,126356800,9721,3240,6481,3240,0,1,3242,358366,0.358366
3640,3050,940,2867000,2,29126,7283,1,139124800,139124800,10921,3640,7281,3640,0,1,3642,46421,0.046421
4040,3050,940,2867000,2,32326,8083,1,151892800,151892800,12121,4040,8081,4040,0,1,4042,1393742,1.393742
4440,3050,940,2867000,2,35526,8883,1,164660800,164660800,13321,4440,8881,4440,0,1,4442,416002,0.416002
4840,3050,940,2867000,2,38726,9683,1,177428800,177428800,14521,4840,9681,4840,0,1,4842,660504,0.660504
5240,3050,940,2867000,2,41926,10483,1,190196800,190196800,15721,5240,10481,5240,0,1,5242,2941481,2.941481
5640,3050,940,2867000,2,45126,11283,1,202964800,202964800,16921,5640,11281,5640,0,1,5642,3136034,3.136034
6040,3050,940,2867000,2,48326,12083,1,215732800,215732800,18121,6040,12081,6040,0,1,6042,398100,0.3981
6440,3050,940,2867000,2,51526,12883,1,228500800,228500800,19321,6440,12881,6440,0,1,6442,373920,0.37392
6840,3050,940,2867000,2,54726,13683,1,241268800,241268800,20521,6840,13681,6840,0,1,6842,247566,0.247566
40,1050,2740,2877000,2,326,83,1,24228800,24228800,121,40,81,40,0,1,42,8361,0.008361
440,1050,2740,2877000,2,3526,883,1,36356800,36356800,1321,440,881,440,0,1,442,23367,0.023367
840,1050,2740,2877000,2,6726,1683,1,48484800,48484800,2521,840,1681,840,0,1,842,77530,0.07753
1240,1050,2740,2877000,2,9926,2483,1,60612800,60612800,3721,1240,2481,1240,0,1,1242,59701,0.059701
1640,1050,2740,2877000,2,13126,3283,1,72740800,72740800,4921,1640,3281,1640,0,1,1642,212433,0.212433
2040,1050,2740,2877000,2,16326,4083,1,84868800,84868800,6121,2040,4081,2040,0,1,2042,231174,0.231174
2440,1050,2740,2877000,2,19526,4883,1,96996800,96996800,7321,2440,4881,2440,0,1,2442,42580,0.04258
2840,1050,2740,2877000,2,22726,5683,1,109124800,109124800,8521,2840,5681,2840,0,1,2842,12916,0.012916
3240,1050,2740,2877000,2,25926,6483,1,121252800,121252800,9721,3240,6481,3240,0,1,3242,308009,0.308009
3640,1050,2740,2877000,2,29126,7283,1,133380800,133380800,10921,3640,7281,3640,0,1,3642,640740,0.64074
4040,1050,2740,2877000,2,32326,8083,1,145508800,145508800,12121,4040,8081,4040,0,1,4042,528946,0.528946
4440,1050,2740,2877000,2,35526,8883,1,157636800,157636800,13321,4440,8881,4440,0,1,4442,596222,0.596222
4840,1050,2740,2877000,2,38726,9683,1,169764800,169764800,14521,4840,9681,4840,0,1,4842,702954,0.702954
5240,1050,2740,2877000,2,41926,10483,1,181892800,181892800,15721,5240,10481,5240,0,1,5242,949236,0.949236
5640,1050,2740,2877000,2,45126,11283,1,194020800,194020800,16921,5640,11281,5640,0,1,5642,1470578,1.470578
6040,1050,2740,2877000,2,48326,12083,1,206148800,206148800,18121,6040,12081,6040,0,1,6042,227015,0.227015
6440,1050,2740,2877000,2,51526,12883,1,218276800,218276800,19321,6440,12881,6440,0,1,6442,145808,0.145808
6840,1050,2740,2877000,2,54726,13683,1,230404800,230404800,20521,6840,13681,6840,0,1,6842,529709,0.529709
55,1555,1865,2900075,2,446,113,1,24705400,24705400,166,55,111,55,0,1,57,59691,0.059691
455,1555,1865,2900075,2,3646,913,1,35649400,35649400,1366,455,911,455,0,1,457,280652,0.280652
855,1555,1865,2900075,2,6846,1713,1,46593400,46593400,2566,855,1711,855,0,1,857,504927,0.504927
1255,1555,1865,2900075,2,10046,2513,1,57537400,57537400,3766,1255,2511,1255,0,1,1257,299281,0.299281
1655,1555,1865,2900075,2,13246,3313,1,68481400,68481400,4966,1655,3311,1655,0,1,1657,956292,0.956292
2055,1555,1865,2900075,2,16446,4113,1,79425400,79425400,6166,2055,4111,2055,0,1,2057,341763,0.341763
2455,1555,1865,2900075,2,19646,4913,1,90369400,90369400,7366,2455,4911,2455,0,1,2457,948326,0.948326
2855,1555,1865,2900075,2,22846,5713,1,101313400,101313400,8566,2855,5711,2855,0,1,2857,1628839,1.628839
3255,1555,1865,2900075,2,26046,6513,1,112257400,112257400,9766,3255,6511,3255,0,1,3257,519050,0.51905
3655,1555,1865,2900075,2,29246,7313,1,123201400,123201400,10966,3655,7311,3655,0,1,3657,2086650,2.08665
4055,1555,1865,2900075,2,32446,8113,1,134145400,134145400,12166,4055,8111,4055,0,1,4057,1795279,1.795279
4455,1555,1865,2900075,2,35646,8913,1,145089400,145089400,13366,4455,8911,4455,0,1,4457,1809642,1.809642
4855,1555,1865,2900075,2,38846,9713,1,156033400,156033400,14566,4855,9711,4855,0,1,4857,29992,0.029992
5255,1555,1865,2900075,2,42046,10513,1,166977400,166977400,15766,5255,10511,5255,0,1,5257,2994620,2.99462
5655,1555,1865,2900075,2,45246,11313,1,177921400,177921400,16966,5655,11311,5655,0,1,5657,2848114,2.848114
6055,1555,1865,2900075,2,48446,12113,1,188865400,188865400,18166,6055,12111,6055,0,1,6057,3447061,3.447061
6455,1555,1865,2900075,2,51646,12913,1,199809400,199809400,19366,6455,12911,6455,0,1,6457,1323328,1.323328
6855,1555,1865,2900075,2,54846,13713,1,210753400,210753400,20566,6855,13711,6855,0,1,6857,477235,0.477235
35,1140,2545,2901300,2,286,73,1,24242200,24242200,106,35,71,35,0,1,37,67752,0.067752
535,1140,2545,2901300,2,4286,1073,1,38982200,38982200,1606,535,1071,535,0,1,537,318671,0.318671
1035,1140,2545,2901300,2,8286,2073,1,53722200,53722200,3106,1035,2071,1035,0,1,1037,586293,0.586293
1535,1140,2545,2901300,2,12286,3073,1,68462200,68462200,4606,1535,3071,1535,0,1,1537,859568,0.859568
2035,1140,2545,2901300,2,16286,4073,1,83202200,83202200,6106,2035,4071,2035,0,1,2037,1132970,1.13297
2535,1140,2545,2901300,2,20286,5073,1,97942200,97942200,7606,2535,5071,2535,0,1,2537,1408662,1.408662
3035,1140,2545,2901300,2,24286,6073,1,112682200,112682200,9106,3035,6071,3035,0,1,3037,1688182,1.688182
3535,1140,2545,2901300,2,28286,7073,1,127422200,127422200,10606,3535,7071,3535,0,1,3537,1959049,1.959049
4035,1140,2545,2901300,2,32286,8073,1,142162200,142162200,12106,4035,8071,4035,0,1,4037,2234484,2.234484
39,1143,2541,2904363,2,318,81,1,24384312,24384312,118,39,79,39,0,1,41,10081,0.010081
539,1143,2541,2904363,2,4318,1081,1,39120312,39120312,1618,539,1079,539,0,1,541,3800,0.0038
1039,1143,2541,2904363,2,8318,2081,1,53856312,53856312,3118,1039,2079,1039,0,1,1041,107189,0.107189
1539,1143,2541,2904363,2,12318,3081,1,68592312,68592312,4618,1539,3079,1539,0,1,1541,12909,0.012909
2039,1143,2541,2904363,2,16318,4081,1,83328312,83328312,6118,2039,4079,2039,0,1,2041,72081,0.072081
2539,1143,2541,2904363,2,20318,5081,1,98064312,98064312,7618,2539,5079,2539,0,1,2541,713251,0.713251
3039,1143,2541,2904363,2,24318,6081,1,112800312,112800312,9118,3039,6079,3039,0,1,3041,209118,0.209118
3539,1143,2541,2904363,2,28318,7081,1,127536312,127536312,10618,3539,7079,3539,0,1,3541,679798,0.679798
4039,1143,2541,2904363,2,32318,8081,1,142272312,142272312,12118,4039,8079,4039,0,1,4041,371272,0.371272
4539,1143,2541,2904363,2,36318,9081,1,157008312,157008312,13618,4539,9079,4539,0,1,4541,723828,0.723828
5039,1143,2541,2904363,2,40318,10081,1,171744312,171744312,15118,5039,10079,5039,0,1,5041,2057765,2.057765
5539,1143,2541,2904363,2,44318,11081,1,186480312,186480312,16618,5539,11079,5539,0,1,5541,985995,0.985995
6039,1143,2541,2904363,2,48318,12081,1,201216312,201216312,18118,6039,12079,6039,0,1,6041,2020796,2.020796
6539,1143,2541,2904363,2,52318,13081,1,215952312,215952312,19618,6539,13079,6539,0,1,6541,1455753,1.455753
7039,1143,2541,2904363,2,56318,14081,1,230688312,230688312,21118,7039,14079,7039,0,1,7041,1510880,1.51088
39,2793,1041,2907513,2,318,81,1,24456312,24456312,118,39,79,39,0,1,41,53185,0.053185
539,2793,1041,2907513,2,4318,1081,1,39792312,39792312,1618,539,1079,539,0,1,541,317832,0.317832
1039,2793,1041,2907513,2,8318,2081,1,55128312,55128312,3118,1039,2079,1039,0,1,1041,595637,0.595637
1539,2793,1041,2907513,2,12318,3081,1,70464312,70464312,4618,1539,3079,1539,0,1,1541,508578,0.508578
2039,2793,1041,2907513,2,16318,4081,1,85800312,85800312,6118,2039,4079,2039,0,1,2041,1149790,1.14979
2539,2793,1041,2907513,2,20318,5081,1,101136312,101136312,7618,2539,5079,2539,0,1,2541,1223749,1.223749
3039,2793,1041,2907513,2,24318,6081,1,116472312,116472312,9118,3039,6079,3039,0,1,3041,1704778,1.704778
3539,2793,1041,2907513,2,28318,7081,1,131808312,131808312,10618,3539,7079,3539,0,1,3541,25207,0.025207
4039,2793,1041,2907513,2,32318,8081,1,147144312,147144312,12118,4039,8079,4039,0,1,4041,1317912,1.317912
4539,2793,1041,2907513,2,36318,9081,1,162480312,162480312,13618,4539,9079,4539,0,1,4541,1651936,1.651936
5039,2793,1041,2907513,2,40318,10081,1,177816312,177816312,15118,5039,10079,5039,0,1,5041,473376,0.473376
5539,2793,1041,2907513,2,44318,11081,1,193152312,193152312,16618,5539,11079,5539,0,1,5541,1381491,1.381491
6039,2793,1041,2907513,2,48318,12081,1,208488312,208488312,18118,6039,12079,6039,0,1,6041,817339,0.817339
6539,2793,1041,2907513,2,52318,13081,1,223824312,223824312,19618,6539,13079,6539,0,1,6541,3691763,3.691763
7039,2793,1041,2907513,2,56318,14081,1,239160312,239160312,21118,7039,14079,7039,0,1,7041,1251985,1.251985
40,800,3640,2912000,2,326,83,1,24716800,24716800,121,40,81,40,0,1,42,52927,0.052927
440,800,3640,2912000,2,3526,883,1,38924800,38924800,1321,440,881,440,0,1,442,263329,0.263329
840,800,3640,2912000,2,6726,1683,1,53132800,53132800,2521,840,1681,840,0,1,842,479980,0.47998
1240,800,3640,2912000,2,9926,2483,1,67340800,67340800,3721,1240,2481,1240,0,1,1242,697329,0.697329
1640,800,3640,2912000,2,13126,3283,1,81548800,81548800,4921,1640,3281,1640,0,1,1642,579892,0.579892
2040,800,3640,2912000,2,16326,4083,1,95756800,95756800,6121,2040,4081,2040,0,1,2042,104102,0.104102
2440,800,3640,2912000,2,19526,4883,1,109964800,109964800,7321,2440,4881,2440,0,1,2442,931235,0.931235
2840,800,3640,2912000,2,22726,5683,1,124172800,124172800,8521,2840,5681,2840,0,1,2842,1567400,1.5674
3240,800,3640,2912000,2,25926,6483,1,138380800,138380800,9721,3240,6481,3240,0,1,3242,223830,0.22383
3640,800,3640,2912000,2,29126,7283,1,152588800,152588800,10921,3640,7281,3640,0,1,3642,311824,0.311824
4040,800,3640,2912000,2,32326,8083,1,166796800,166796800,12121,4040,8081,4040,0,1,4042,1294306,1.294306
4440,800,3640,2912000,2,35526,8883,1,181004800,181004800,13321,4440,8881,4440,0,1,4442,388368,0.388368
4840,800,3640,2912000,2,38726,9683,1,195212800,195212800,14521,4840,9681,4840,0,1,4842,1469119,1.469119
5240,800,3640,2912000,2,41926,10483,1,209420800,209420800,15721,5240,10481,5240,0,1,5242,224890,0.22489
5640,800,3640,2912000,2,45126,11283,1,223628800,223628800,16921,5640,11281,5640,0,1,5642,58645,0.058645
6040,800,3640,2912000,2,48326,12083,1,237836800,237836800,18121,6040,12081,6040,0,1,6042,1586279,1.586279
6440,800,3640,2912000,2,51526,12883,1,252044800,252044800,19321,6440,12881,6440,0,1,6442,453231,0.453231
6840,800,3640,2912000,2,54726,13683,1,266252800,266252800,20521,6840,13681,6840,0,1,6842,2074486,2.074486
40,4550,640,2912000,2,326,83,1,24956800,24956800,121,40,81,40,0,1,42,52009,0.052009
440,4550,640,2912000,2,3526,883,1,41564800,41564800,1321,440,881,440,0,1,442,254064,0.254064
840,4550,640,2912000,2,6726,1683,1,58172800,58172800,2521,840,1681,840,0,1,842,468776,0.468776
1240,4550,640,2912000,2,9926,2483,1,74780800,74780800,3721,1240,2481,1240,0,1,1242,678203,0.678203
1640,4550,640,2912000,2,13126,3283,1,91388800,91388800,4921,1640,3281,1640,0,1,1642,882840,0.88284
2040,4550,640,2912000,2,16326,4083,1,107996800,107996800,6121,2040,4081,2040,0,1,2042,572020,0.57202
2440,4550,640,2912000,2,19526,4883,1,124604800,124604800,7321,2440,4881,2440,0,1,2442,1305161,1.305161
2840,4550,640,2912000,2,22726,5683,1,141212800,141212800,8521,2840,5681,2840,0,1,2842,1516448,1.516448
3240,4550,640,2912000,2,25926,6483,1,157820800,157820800,9721,3240,6481,3240,0,1,3242,1751745,1.751745
3640,4550,640,2912000,2,29126,7283,1,174428800,174428800,10921,3640,7281,3640,0,1,3642,1941295,1.941295
4040,4550,640,2912000,2,32326,8083,1,191036800,191036800,12121,4040,8081,4040,0,1,4042,2173181,2.173181
4440,4550,640,2912000,2,35526,8883,1,207644800,207644800,13321,4440,8881,4440,0,1,4442,18100,0.0181
4840,4550,640,2912000,2,38726,9683,1,224252800,224252800,14521,4840,9681,4840,0,1,4842,1262265,1.262265
5240,4550,640,2912000,2,41926,10483,1,240860800,240860800,15721,5240,10481,5240,0,1,5242,2813209,2.813209
5640,4550,640,2912000,2,45126,11283,1,257468800,257468800,16921,5640,11281,5640,0,1,5642,789949,0.789949
6040,4550,640,2912000,2,48326,12083,1,274076800,274076800,18121,6040,12081,6040,0,1,6042,700100,0.7001
6440,4550,640,2912000,2,51526,12883,1,290684800,290684800,19321,6440,12881,6440,0,1,6442,1779023,1.779023
6840,4550,640,2912000,2,54726,13683,1,307292800,307292800,20521,6840,13681,6840,0,1,6842,3666909,3.666909
55,2305,1265,2915825,2,446,113,1,24897400,24897400,166,55,111,55,0,1,57,59275,0.059275
455,2305,1265,2915825,2,3646,913,1,36321400,36321400,1366,455,911,455,0,1,457,85456,0.085456
855,2305,1265,2915825,2,6846,1713,1,47745400,47745400,2566,855,1711,855,0,1,857,270055,0.270055
1255,2305,1265,2915825,2,10046,2513,1,59169400,59169400,3766,1255,2511,1255,0,1,1257,706432,0.706432
1655,2305,1265,2915825,2,13246,3313,1,70593400,70593400,4966,1655,3311,1655,0,1,1657,923852,0.923852
2055,2305,1265,2915825,2,16446,4113,1,82017400,82017400,6166,2055,4111,2055,0,1,2057,303793,0.303793
2455,2305,1265,2915825,2,19646,4913,1,93441400,93441400,7366,2455,4911,2455,0,1,2457,1363494,1.363494
2855,2305,1265,2915825,2,22846,5713,1,104865400,104865400,8566,2855,5711,2855,0,1,2857,855969,0.855969
3255,2305,1265,2915825,2,26046,6513,1,116289400,116289400,9766,3255,6511,3255,0,1,3257,654353,0.654353
3655,2305,1265,2915825,2,29246,7313,1,127713400,127713400,10966,3655,7311,3655,0,1,3657,734780,0.73478
4055,2305,1265,2915825,2,32446,8113,1,139137400,139137400,12166,4055,8111,4055,0,1,4057,706066,0.706066
4455,2305,1265,2915825,2,35646,8913,1,150561400,150561400,13366,4455,8911,4455,0,1,4457,109246,0.109246
4855,2305,1265,2915825,2,38846,9713,1,161985400,161985400,14566,4855,9711,4855,0,1,4857,9093,0.009093
5255,2305,1265,2915825,2,42046,10513,1,173409400,173409400,15766,5255,10511,5255,0,1,5257,1365264,1.365264
5655,2305,1265,2915825,2,45246,11313,1,184833400,184833400,16966,5655,11311,5655,0,1,5657,368214,0.368214
6055,2305,1265,2915825,2,48446,12113,1,196257400,196257400,18166,6055,12111,6055,0,1,6057,1365817,1.365817
6455,2305,1265,2915825,2,51646,12913,1,207681400,207681400,19366,6455,12911,6455,0,1,6457,3587886,3.587886
6855,2305,1265,2915825,2,54846,13713,1,219105400,219105400,20566,6855,13711,6855,0,1,6857,303588,0.303588
55,1055,2765,2917075,2,446,113,1,25017400,25017400,166,55,111,55,0,1,57,2758,0.002758
455,1055,2765,2917075,2,3646,913,1,37241400,37241400,1366,455,911,455,0,1,457,9493,0.009493
855,1055,2765,2917075,2,6846,1713,1,49465400,49465400,2566,855,1711,855,0,1,857,98861,0.098861
1255,1055,2765,2917075,2,10046,2513,1,61689400,61689400,3766,1255,2511,1255,0,1,1257,125698,0.125698
1655,1055,2765,2917075,2,13246,3313,1,73913400,73913400,4966,1655,3311,1655,0,1,1657,39357,0.039357
2055,1055,2765,2917075,2,16446,4113,1,86137400,86137400,6166,2055,4111,2055,0,1,2057,150417,0.150417
2455,1055,2765,2917075,2,19646,4913,1,98361400,98361400,7366,2455,4911,2455,0,1,2457,358601,0.358601
2855,1055,2765,2917075,2,22846,5713,1,110585400,110585400,8566,2855,5711,2855,0,1,2857,582770,0.58277
3255,1055,2765,2917075,2,26046,6513,1,122809400,122809400,9766,3255,6511,3255,0,1,3257,69153,0.069153
3655,1055,2765,2917075,2,29246,7313,1,135033400,135033400,10966,3655,7311,3655,0,1,3657,9813,0.009813
4055,1055,2765,2917075,2,32446,8113,1,147257400,147257400,12166,4055,8111,4055,0,1,4057,64356,0.064356
4455,1055,2765,2917075,2,35646,8913,1,159481400,159481400,13366,4455,8911,4455,0,1,4457,312280,0.31228
4855,1055,2765,2917075,2,38846,9713,1,171705400,171705400,14566,4855,9711,4855,0,1,4857,494256,0.494256
5255,1055,2765,2917075,2,42046,10513,1,183929400,183929400,15766,5255,10511,5255,0,1,5257,40063,0.040063
5655,1055,2765,2917075,2,45246,11313,1,196153400,196153400,16966,5655,11311,5655,0,1,5657,160722,0.160722
6055,1055,2765,2917075,2,48446,12113,1,208377400,208377400,18166,6055,12111,6055,0,1,6057,383697,0.383697
6455,1055,2765,2917075,2,51646,12913,1,220601400,220601400,19366,6455,12911,6455,0,1,6457,1337146,1.337146
6855,1055,2765,2917075,2,54846,13713,1,232825400,232825400,20566,6855,13711,6855,0,1,6857,515477,0.515477
44,1153,2555,2945915,2,358,91,1,24872536,24872536,133,44,89,44,0,1,46,3360,0.00336
544,1153,2555,2945915,2,4358,1091,1,39704536,39704536,1633,544,1089,544,0,1,546,2985,0.002985
1044,1153,2555,2945915,2,8358,2091,1,54536536,54536536,3133,1044,2089,1044,0,1,1046,241734,0.241734
1544,1153,2555,2945915,2,12358,3091,1,69368536,69368536,4633,1544,3089,1544,0,1,1546,17404,0.017404
2044,1153,2555,2945915,2,16358,4091,1,84200536,84200536,6133,2044,4089,2044,0,1,2046,137966,0.137966
2544,1153,2555,2945915,2,20358,5091,1,99032536,99032536,7633,2544,5089,2544,0,1,2546,467481,0.467481
3044,1153,2555,2945915,2,24358,6091,1,113864536,113864536,9133,3044,6089,3044,0,1,3046,535522,0.535522
3544,1153,2555,2945915,2,28358,7091,1,128696536,128696536,10633,3544,7089,3544,0,1,3546,698310,0.69831
4044,1153,2555,2945915,2,32358,8091,1,143528536,143528536,12133,4044,8089,4044,0,1,4046,298009,0.298009
4544,1153,2555,2945915,2,36358,9091,1,158360536,158360536,13633,4544,9089,4544,0,1,4546,688996,0.688996
5044,1153,2555,2945915,2,40358,10091,1,173192536,173192536,15133,5044,10089,5044,0,1,5046,1033134,1.033134
5544,1153,2555,2945915,2,44358,11091,1,188024536,188024536,16633,5544,11089,5544,0,1,5546,101705,0.101705
6044,1153,2555,2945915,2,48358,12091,1,202856536,202856536,18133,6044,12089,6044,0,1,6046,1262222,1.262222
6544,1153,2555,2945915,2,52358,13091,1,217688536,217688536,19633,6544,13089,6544,0,1,6546,1366389,1.366389
7044,1153,2555,2945915,2,56358,14091,1,232520536,232520536,21133,7044,14089,7044,0,1,7046,77999,0.077999
55,3055,965,2948075,2,446,113,1,25353400,25353400,166,55,111,55,0,1,57,14456,0.014456
455,3055,965,2948075,2,3646,913,1,38217400,38217400,1366,455,911,455,0,1,457,55565,0.055565
855,3055,965,2948075,2,6846,1713,1,51081400,51081400,2566,855,1711,855,0,1,857,274726,0.274726
1255,3055,965,2948075,2,10046,2513,1,63945400,63945400,3766,1255,2511,1255,0,1,1257,134282,0.134282
1655,3055,965,2948075,2,13246,3313,1,76809400,76809400,4966,1655,3311,1655,0,1,1657,140146,0.140146
2055,3055,965,2948075,2,16446,4113,1,89673400,89673400,6166,2055,4111,2055,0,1,2057,10556,0.010556
2455,3055,965,2948075,2,19646,4913,1,102537400,102537400,7366,2455,4911,2455,0,1,2457,31005,0.031005
2855,3055,965,2948075,2,22846,5713,1,115401400,115401400,8566,2855,5711,2855,0,1,2857,294595,0.294595
3255,3055,965,2948075,2,26046,6513,1,128265400,128265400,9766,3255,6511,3255,0,1,3257,26709,0.026709
3655,3055,965,2948075,2,29246,7313,1,141129400,141129400,10966,3655,7311,3655,0,1,3657,138038,0.138038
4055,3055,965,2948075,2,32446,8113,1,153993400,153993400,12166,4055,8111,4055,0,1,4057,2364310,2.36431
4455,3055,965,2948075,2,35646,8913,1,166857400,166857400,13366,4455,8911,4455,0,1,4457,454968,0.454968
4855,3055,965,2948075,2,38846,9713,1,179721400,179721400,14566,4855,9711,4855,0,1,4857,2034733,2.034733
5255,3055,965,2948075,2,42046,10513,1,192585400,192585400,15766,5255,10511,5255,0,1,5257,45004,0.045004
5655,3055,965,2948075,2,45246,11313,1,205449400,205449400,16966,5655,11311,5655,0,1,5657,1410276,1.410276
6055,3055,965,2948075,2,48446,12113,1,218313400,218313400,18166,6055,12111,6055,0,1,6057,470956,0.470956
6455,3055,965,2948075,2,51646,12913,1,231177400,231177400,19366,6455,12911,6455,0,1,6457,72427,0.072427
6855,3055,965,2948075,2,54846,13713,1,244041400,244041400,20566,6855,13711,6855,0,1,6857,18749,0.018749
55,805,3665,2950325,2,446,113,1,25569400,25569400,166,55,111,55,0,1,57,61881,0.061881
455,805,3665,2950325,2,3646,913,1,39873400,39873400,1366,455,911,455,0,1,457,30676,0.030676
855,805,3665,2950325,2,6846,1713,1,54177400,54177400,2566,855,1711,855,0,1,857,504723,0.504723
1255,805,3665,2950325,2,10046,2513,1,68481400,68481400,3766,1255,2511,1255,0,1,1257,508209,0.508209
1655,805,3665,2950325,2,13246,3313,1,82785400,82785400,4966,1655,3311,1655,0,1,1657,665343,0.665343
2055,805,3665,2950325,2,16446,4113,1,97089400,97089400,6166,2055,4111,2055,0,1,2057,714828,0.714828
2455,805,3665,2950325,2,19646,4913,1,111393400,111393400,7366,2455,4911,2455,0,1,2457,250391,0.250391
2855,805,3665,2950325,2,22846,5713,1,125697400,125697400,8566,2855,5711,2855,0,1,2857,1332916,1.332916
3255,805,3665,2950325,2,26046,6513,1,140001400,140001400,9766,3255,6511,3255,0,1,3257,41198,0.041198
3655,805,3665,2950325,2,29246,7313,1,154305400,154305400,10966,3655,7311,3655,0,1,3657,1461742,1.461742
4055,805,3665,2950325,2,32446,8113,1,168609400,168609400,12166,4055,8111,4055,0,1,4057,59863,0.059863
4455,805,3665,2950325,2,35646,8913,1,182913400,182913400,13366,4455,8911,4455,0,1,4457,1154398,1.154398
4855,805,3665,2950325,2,38846,9713,1,197217400,197217400,14566,4855,9711,4855,0,1,4857,117364,0.117364
5255,805,3665,2950325,2,42046,10513,1,211521400,211521400,15766,5255,10511,5255,0,1,5257,2985538,2.985538
5655,805,3665,2950325,2,45246,11313,1,225825400,225825400,16966,5655,11311,5655,0,1,5657,2254455,2.254455
6055,805,3665,2950325,2,48446,12113,1,240129400,240129400,18166,6055,12111,6055,0,1,6057,455909,0.455909
6455,805,3665,2950325,2,51646,12913,1,254433400,254433400,19366,6455,12911,6455,0,1,6457,407342,0.407342
6855,805,3665,2950325,2,54846,13713,1,268737400,268737400,20566,6855,13711,6855,0,1,6857,942414,0.942414
44,2803,1055,2957165,2,358,91,1,25015336,25015336,133,44,89,44,0,1,46,54921,0.054921
544,2803,1055,2957165,2,4358,1091,1,40447336,40447336,1633,544,1089,544,0,1,546,324678,0.324678
1044,2803,1055,2957165,2,8358,2091,1,55879336,55879336,3133,1044,2089,1044,0,1,1046,601857,0.601857
1544,2803,1055,2957165,2,12358,3091,1,71311336,71311336,4633,1544,3089,1544,0,1,1546,876750,0.87675
2044,2803,1055,2957165,2,16358,4091,1,86743336,86743336,6133,2044,4089,2044,0,1,2046,886697,0.886697
2544,2803,1055,2957165,2,20358,5091,1,102175336,102175336,7633,2544,5089,2544,0,1,2546,472567,0.472567
3044,2803,1055,2957165,2,24358,6091,1,117607336,117607336,9133,3044,6089,3044,0,1,3046,1710607,1.710607
3544,2803,1055,2957165,2,28358,7091,1,133039336,133039336,10633,3544,7089,3544,0,1,3546,1988641,1.988641
4044,2803,1055,2957165,2,32358,8091,1,148471336,148471336,12133,4044,8089,4044,0,1,4046,1282391,1.282391
4544,2803,1055,2957165,2,36358,9091,1,163903336,163903336,13633,4544,9089,4544,0,1,4546,2547742,2.547742
5044,2803,1055,2957165,2,40358,10091,1,179335336,179335336,15133,5044,10089,5044,0,1,5046,2829715,2.829715
5544,2803,1055,2957165,2,44358,11091,1,194767336,194767336,16633,5544,11089,5544,0,1,5546,562451,0.562451
6044,2803,1055,2957165,2,48358,12091,1,210199336,210199336,18133,6044,12089,6044,0,1,6046,1055668,1.055668
6544,2803,1055,2957165,2,52358,13091,1,225631336,225631336,19633,6544,13089,6544,0,1,6546,3672904,3.672904
7044,2803,1055,2957165,2,56358,14091,1,241063336,241063336,21133,7044,14089,7044,0,1,7046,1007854,1.007854
35,590,5045,2976550,2,286,73,1,25390200,25390200,106,35,71,35,0,1,37,35867,0.035867
535,590,5045,2976550,2,4286,1073,1,47930200,47930200,1606,535,1071,535,0,1,537,82943,0.082943
1035,590,5045,2976550,2,8286,2073,1,70470200,70470200,3106,1035,2071,1035,0,1,1037,123886,0.123886
1535,590,5045,2976550,2,12286,3073,1,93010200,93010200,4606,1535,3071,1535,0,1,1537,45794,0.045794
2035,590,5045,2976550,2,16286,4073,1,115550200,115550200,6106,2035,4071,2035,0,1,2037,309502,0.309502
2535,590,5045,2976550,2,20286,5073,1,138090200,138090200,7606,2535,5071,2535,0,1,2537,1508707,1.508707
3035,590,5045,2976550,2,24286,6073,1,160630200,160630200,9106,3035,6071,3035,0,1,3037,1803962,1.803962
3535,590,5045,2976550,2,28286,7073,1,183170200,183170200,10606,3535,7071,3535,0,1,3537,2113434,2.113434
4035,590,5045,2976550,2,32286,8073,1,205710200,205710200,12106,4035,8071,4035,0,1,4037,2452332,2.452332
4535,590,5045,2976550,2,36286,9073,1,228250200,228250200,13606,4535,9071,4535,0,1,4537,2718369,2.718369
5035,590,5045,2976550,2,40286,10073,1,250790200,250790200,15106,5035,10071,5035,0,1,5037,3032956,3.032956
5535,590,5045,2976550,2,44286,11073,1,273330200,273330200,16606,5535,11071,5535,0,1,5537,3318611,3.318611
